Employee ID,Department,Job Role,Gender,Age,Education,Hiring Date,Salary,Performance Rating,Satisfaction Score,Attrition,Recruitment Source,Training Hours,Years at Company
EMP-07482,HR,Recruiter,Male,38,Master's,2021-11-27,90231,4,4,No,LinkedIn,25,2
EMP-07483,HR,HR Specialist,Female,53,PhD,2021-08-08,91914,2,3,No,Indeed,28,2
EMP-07484,HR,HR Specialist,Male,29,Associate Degree,2022-07-16,88168,4,4,No,Indeed,51,1
EMP-07485,Operations,Project Manager,Male,26,Bachelor's,2015-02-28,99016,2,2,No,Indeed,61,8
EMP-07486,Sales,Account Manager,Non-Binary,45,Master's,2015-11-04,82782,1,4,Yes,Indeed,51,8
EMP-07487,Finance,Accountant,Male,39,Master's,2016-01-10,74940,1,5,No,LinkedIn,38,7
EMP-07488,Finance,Financial Analyst,Female,50,PhD,2017-02-02,93909,5,5,No,Company Website,58,6
EMP-07489,Sales,Account Manager,Male,31,Associate Degree,2019-12-09,58017,1,3,No,Referral,55,4
EMP-07490,HR,Recruiter,Male,34,Bachelor's,2016-10-24,56414,2,5,No,LinkedIn,63,7
EMP-07491,Marketing,Marketing Analyst,Female,34,Associate Degree,2018-03-10,70067,4,3,No,Recruiter,68,5
EMP-07492,Finance,Financial Analyst,Female,54,Associate Degree,2019-03-03,97752,1,3,No,Recruiter,47,4
EMP-07493,Finance,Accountant,Female,40,Associate Degree,2018-03-06,98796,5,5,No,LinkedIn,94,5
EMP-07494,Sales,Sales Executive,Non-Binary,23,Master's,2020-06-20,77985,3,5,No,LinkedIn,71,3
EMP-07495,Finance,Accountant,Non-Binary,44,Bachelor's,2017-10-30,106511,4,1,No,LinkedIn,13,6
EMP-07496,Sales,Sales Executive,Male,29,Bachelor's,2020-01-23,85322,3,3,No,Referral,49,3
EMP-07497,Marketing,Marketing Analyst,Male,56,Master's,2022-07-19,94836,3,3,No,Indeed,77,1
EMP-07498,Engineering,Software Engineer,Non-Binary,33,Bachelor's,2021-03-11,117025,5,4,No,Company Website,26,2
EMP-07499,Marketing,Marketing Analyst,Male,51,Bachelor's,2017-12-17,57293,3,5,No,Recruiter,23,6
EMP-07500,Operations,Project Manager,Female,24,PhD,2016-05-25,71333,2,2,Yes,Indeed,63,7
EMP-07501,Marketing,Marketing Analyst,Female,58,Associate Degree,2020-08-14,77562,5,5,No,LinkedIn,58,3
EMP-07502,Engineering,QA Engineer,Male,36,Associate Degree,2019-04-14,111260,4,3,No,LinkedIn,70,4
EMP-07503,Finance,Accountant,Non-Binary,25,Master's,2020-08-16,80474,4,3,Yes,Indeed,76,3
EMP-07504,Sales,Account Manager,Non-Binary,34,Associate Degree,2020-01-18,49562,1,2,Yes,Recruiter,34,3
EMP-07505,Operations,Project Manager,Male,37,Associate Degree,2017-12-31,76242,5,4,No,Recruiter,96,6
EMP-07506,Marketing,Marketing Analyst,Female,46,Associate Degree,2015-02-25,70578,2,2,No,LinkedIn,62,8
EMP-07507,HR,Recruiter,Male,58,PhD,2015-08-12,68768,5,5,No,Company Website,25,8
EMP-07508,Finance,Accountant,Female,55,Bachelor's,2016-09-11,96490,4,1,No,Recruiter,11,7
EMP-07509,Operations,Operations Coordinator,Male,34,PhD,2022-02-09,77166,5,2,Yes,Company Website,83,1
EMP-07510,Sales,Sales Executive,Female,33,PhD,2016-06-19,62313,3,5,No,Indeed,37,7
EMP-07511,Sales,Sales Executive,Female,41,Master's,2019-05-12,82405,5,4,No,Recruiter,65,4
EMP-07512,Finance,Accountant,Male,45,PhD,2015-07-09,106426,5,1,No,Indeed,83,8
EMP-07513,Marketing,Marketing Analyst,Female,44,Associate Degree,2018-03-29,84840,4,3,No,Referral,79,5
EMP-07514,Engineering,QA Engineer,Male,26,Associate Degree,2021-09-27,99253,4,3,No,Company Website,16,2
EMP-07515,Operations,Project Manager,Male,59,Master's,2022-11-17,60914,2,3,No,LinkedIn,92,1
EMP-07516,HR,HR Specialist,Non-Binary,38,PhD,2021-05-30,85078,1,1,No,LinkedIn,20,2
EMP-07517,Sales,Account Manager,Male,35,Associate Degree,2018-03-17,63523,5,1,No,Recruiter,86,5
EMP-07518,Engineering,DevOps,Female,31,Bachelor's,2016-03-16,116136,3,1,No,LinkedIn,56,7
EMP-07519,HR,Recruiter,Male,50,Bachelor's,2022-04-16,79336,4,2,No,Referral,13,1
EMP-07520,Sales,Account Manager,Female,54,Master's,2016-11-12,64652,1,3,No,Recruiter,85,7
EMP-07521,HR,HR Specialist,Non-Binary,42,Bachelor's,2016-02-06,83543,3,5,No,Recruiter,44,7
EMP-07522,Marketing,Marketing Analyst,Female,48,PhD,2018-11-04,72625,3,1,No,Recruiter,48,5
EMP-07523,HR,Recruiter,Non-Binary,51,PhD,2023-03-18,57620,4,3,No,Referral,14,0
EMP-07524,Operations,Project Manager,Male,46,PhD,2020-10-12,103264,1,3,No,Referral,68,3
EMP-07525,Engineering,Software Engineer,Female,35,Associate Degree,2018-05-02,77803,2,1,Yes,Referral,22,5
EMP-07526,HR,Recruiter,Male,45,Associate Degree,2018-04-12,94900,5,5,No,LinkedIn,14,5
EMP-07527,Sales,Sales Executive,Male,36,Master's,2017-11-06,49199,2,1,Yes,LinkedIn,72,6
EMP-07528,HR,Recruiter,Female,33,Associate Degree,2022-10-20,92949,1,2,No,LinkedIn,68,1
EMP-07529,Engineering,QA Engineer,Female,36,Bachelor's,2021-01-21,82325,5,2,Yes,Recruiter,91,2
EMP-07530,Sales,Account Manager,Male,53,Associate Degree,2016-09-03,59816,1,3,No,Indeed,40,7
EMP-07531,Marketing,SEO Specialist,Male,45,Associate Degree,2019-02-20,65646,1,3,Yes,LinkedIn,21,4
EMP-07532,Marketing,SEO Specialist,Female,35,PhD,2022-11-15,62886,2,1,No,Indeed,74,1
EMP-07533,HR,Recruiter,Male,55,PhD,2017-11-13,63785,2,1,Yes,Indeed,71,6
EMP-07534,Sales,Account Manager,Male,59,Master's,2015-04-29,62939,3,3,No,Company Website,24,8
EMP-07535,HR,Recruiter,Female,50,PhD,2020-05-08,54247,5,4,No,Referral,18,3
EMP-07536,HR,HR Specialist,Female,41,Bachelor's,2016-06-19,87487,5,5,No,Company Website,45,7
EMP-07537,Operations,Project Manager,Female,47,PhD,2016-11-20,76061,3,4,Yes,Recruiter,34,7
EMP-07538,Finance,Accountant,Male,55,PhD,2022-09-24,91041,4,4,No,LinkedIn,42,1
EMP-07539,Finance,Financial Analyst,Non-Binary,35,Associate Degree,2022-10-23,75096,5,5,No,Indeed,78,1
EMP-07540,Engineering,Software Engineer,Female,48,Bachelor's,2021-11-05,106788,2,2,Yes,Indeed,24,2
EMP-07541,Operations,Project Manager,Male,35,PhD,2018-03-29,62077,5,2,No,Referral,68,5
EMP-07542,Marketing,SEO Specialist,Non-Binary,44,Bachelor's,2018-09-29,98972,2,3,No,Indeed,20,5
EMP-07543,HR,HR Specialist,Male,31,Master's,2016-08-16,87942,1,2,No,Referral,50,7
EMP-07544,Marketing,Marketing Analyst,Male,31,Associate Degree,2020-08-10,85098,1,2,No,Recruiter,73,3
EMP-07545,Engineering,QA Engineer,Male,52,Bachelor's,2017-12-28,118251,3,2,No,Referral,12,6
EMP-07546,HR,HR Specialist,Non-Binary,51,Master's,2022-07-27,89221,4,2,Yes,Indeed,37,1
EMP-07547,HR,HR Specialist,Non-Binary,53,Bachelor's,2021-04-06,90673,3,1,No,Recruiter,85,2
EMP-07548,Operations,Operations Coordinator,Female,46,Master's,2021-12-09,63641,5,4,No,Referral,33,2
EMP-07549,Marketing,SEO Specialist,Non-Binary,49,Master's,2015-10-09,70672,4,3,No,Referral,73,8
EMP-07550,Marketing,SEO Specialist,Non-Binary,30,Bachelor's,2021-09-20,58687,2,2,No,Referral,88,2
EMP-07551,Sales,Account Manager,Non-Binary,24,Bachelor's,2020-01-20,45590,4,1,No,Recruiter,41,3
EMP-07552,Operations,Operations Coordinator,Male,29,Associate Degree,2021-10-17,94740,2,3,No,Recruiter,84,2
EMP-07553,Operations,Project Manager,Male,40,Bachelor's,2018-03-11,97610,5,3,No,Company Website,71,5
EMP-07554,Finance,Accountant,Non-Binary,35,PhD,2016-08-05,89144,3,5,No,Referral,70,7
EMP-07555,Marketing,Marketing Analyst,Non-Binary,41,PhD,2021-07-24,72025,1,2,No,Indeed,54,2
EMP-07556,Engineering,DevOps,Non-Binary,58,Bachelor's,2017-03-25,118314,2,5,No,Indeed,34,6
EMP-07557,Marketing,SEO Specialist,Male,36,Associate Degree,2016-10-21,65325,5,1,No,Indeed,36,7
EMP-07558,Operations,Project Manager,Male,56,Bachelor's,2022-08-27,77717,4,1,Yes,LinkedIn,69,1
EMP-07559,Operations,Project Manager,Female,59,PhD,2016-02-04,85743,4,5,No,LinkedIn,25,7
EMP-07560,Operations,Operations Coordinator,Male,38,Master's,2015-01-18,81228,5,4,No,Indeed,95,8
EMP-07561,HR,HR Specialist,Male,38,Master's,2021-01-02,66692,4,4,No,LinkedIn,28,2
EMP-07562,HR,Recruiter,Female,38,PhD,2022-07-13,94116,2,2,No,Company Website,10,1
EMP-07563,Finance,Accountant,Non-Binary,56,Master's,2022-05-02,107064,1,5,No,LinkedIn,57,1
EMP-07564,Finance,Accountant,Male,45,PhD,2015-06-15,87841,2,3,No,LinkedIn,72,8
EMP-07565,Operations,Project Manager,Male,42,Bachelor's,2022-06-23,87395,5,5,No,LinkedIn,75,1
EMP-07566,Engineering,QA Engineer,Non-Binary,38,Bachelor's,2021-11-06,77481,2,1,Yes,Company Website,46,2
EMP-07567,Marketing,Marketing Analyst,Male,45,Master's,2016-02-13,57329,2,1,Yes,Company Website,33,7
EMP-07568,Finance,Financial Analyst,Non-Binary,41,Master's,2017-11-06,73151,2,5,No,Referral,91,6
EMP-07569,Engineering,QA Engineer,Male,35,Master's,2021-12-07,108576,2,2,Yes,Referral,76,2
EMP-07570,Engineering,QA Engineer,Non-Binary,32,Bachelor's,2018-04-04,76423,5,4,No,Recruiter,98,5
EMP-07571,Engineering,DevOps,Female,30,Associate Degree,2015-10-07,91114,3,1,No,Recruiter,20,8
EMP-07572,Marketing,Marketing Analyst,Non-Binary,28,Associate Degree,2020-10-09,63012,4,3,Yes,Indeed,32,3
EMP-07573,HR,HR Specialist,Non-Binary,44,Associate Degree,2015-02-27,62764,5,4,No,Recruiter,48,8
EMP-07574,Finance,Financial Analyst,Non-Binary,27,Bachelor's,2022-04-04,68948,2,5,No,Referral,80,1
EMP-07575,Engineering,QA Engineer,Female,57,Associate Degree,2016-10-02,93785,5,1,No,Company Website,96,7
EMP-07576,Marketing,Marketing Analyst,Non-Binary,50,PhD,2018-03-09,97554,2,1,Yes,Referral,90,5
EMP-07577,Marketing,Marketing Analyst,Non-Binary,27,Associate Degree,2016-11-28,68342,4,5,No,Referral,93,7
EMP-07578,Marketing,Marketing Analyst,Male,43,PhD,2021-04-05,61636,5,2,Yes,LinkedIn,26,2
EMP-07579,Sales,Sales Executive,Female,43,Bachelor's,2016-07-02,72461,1,2,Yes,Indeed,13,7
EMP-07580,Engineering,QA Engineer,Male,36,Associate Degree,2021-01-02,105992,3,5,No,Indeed,34,2
EMP-07581,Finance,Financial Analyst,Male,51,PhD,2018-07-15,86561,2,2,No,LinkedIn,87,5
EMP-07582,Sales,Sales Executive,Female,39,Bachelor's,2021-11-11,49990,5,3,No,Company Website,38,2
EMP-07583,Engineering,Software Engineer,Female,48,Associate Degree,2018-11-29,85763,3,1,Yes,Company Website,64,5
EMP-07584,Marketing,Marketing Analyst,Non-Binary,36,Associate Degree,2021-01-02,74090,3,2,No,Indeed,52,2
EMP-07585,Finance,Accountant,Male,57,Bachelor's,2015-02-08,91924,1,1,No,Company Website,13,8
EMP-07586,Sales,Account Manager,Female,27,Master's,2016-08-19,66386,2,1,No,Recruiter,42,7
EMP-07587,Sales,Sales Executive,Non-Binary,41,Master's,2022-02-06,82150,2,5,No,Indeed,69,1
EMP-07588,HR,HR Specialist,Non-Binary,49,Associate Degree,2021-09-28,63913,3,3,No,Company Website,49,2
EMP-07589,Engineering,QA Engineer,Non-Binary,49,Associate Degree,2022-01-19,109422,2,5,No,LinkedIn,10,1
EMP-07590,Marketing,SEO Specialist,Female,35,Bachelor's,2022-07-22,95927,1,2,Yes,Company Website,52,1
EMP-07591,Sales,Account Manager,Male,44,Bachelor's,2022-05-22,53831,1,4,No,Company Website,26,1
EMP-07592,Engineering,DevOps,Female,37,Associate Degree,2022-08-27,84806,2,5,No,Recruiter,58,1
EMP-07593,Operations,Operations Coordinator,Non-Binary,27,Bachelor's,2018-09-10,104632,1,2,Yes,Recruiter,74,5
EMP-07594,Operations,Project Manager,Male,59,Associate Degree,2016-12-24,103423,4,4,No,Indeed,67,7
EMP-07595,Marketing,Marketing Analyst,Female,29,Bachelor's,2018-03-08,91376,2,2,No,LinkedIn,31,5
EMP-07596,Sales,Sales Executive,Female,27,Bachelor's,2022-11-23,64745,5,3,No,Recruiter,27,1
EMP-07597,Engineering,QA Engineer,Male,51,Bachelor's,2021-05-23,88681,4,2,Yes,LinkedIn,77,2
EMP-07598,Engineering,Software Engineer,Non-Binary,52,Associate Degree,2015-04-06,92889,5,1,Yes,Company Website,19,8
EMP-07599,Operations,Operations Coordinator,Female,31,Master's,2016-06-23,64690,5,5,No,Referral,23,7
EMP-07600,Engineering,QA Engineer,Female,45,PhD,2015-06-30,118807,1,3,No,Recruiter,88,8
EMP-07601,Engineering,DevOps,Female,37,Associate Degree,2015-01-20,116058,5,5,Yes,Company Website,77,8
EMP-07602,Finance,Financial Analyst,Non-Binary,31,Associate Degree,2022-09-24,83455,5,4,No,Referral,82,1
EMP-07603,Operations,Operations Coordinator,Female,40,Bachelor's,2018-11-28,79027,3,3,No,Company Website,14,5
EMP-07604,HR,HR Specialist,Non-Binary,22,PhD,2018-10-29,79847,3,2,No,Recruiter,78,5
EMP-07605,Sales,Sales Executive,Male,59,PhD,2019-08-22,87430,4,4,Yes,LinkedIn,51,4
EMP-07606,Marketing,Marketing Analyst,Non-Binary,50,Associate Degree,2021-08-06,87934,1,1,Yes,LinkedIn,25,2
EMP-07607,Sales,Account Manager,Non-Binary,49,PhD,2022-09-25,86674,3,3,No,Recruiter,78,1
EMP-07608,Marketing,SEO Specialist,Female,56,Bachelor's,2022-01-22,88737,4,2,No,Referral,45,1
EMP-07609,Finance,Accountant,Female,22,PhD,2022-01-19,90335,2,2,No,Referral,58,1
EMP-07610,HR,HR Specialist,Non-Binary,58,Bachelor's,2018-07-03,73247,4,1,No,LinkedIn,81,5
EMP-07611,Marketing,SEO Specialist,Non-Binary,25,PhD,2017-03-22,71394,3,5,Yes,Indeed,71,6
EMP-07612,Operations,Operations Coordinator,Female,55,Associate Degree,2019-10-28,86056,4,3,No,LinkedIn,49,4
EMP-07613,Finance,Accountant,Female,44,Bachelor's,2020-06-03,101383,2,5,No,Recruiter,64,3
EMP-07614,Marketing,SEO Specialist,Female,52,Bachelor's,2017-08-08,78607,3,3,Yes,Company Website,28,6
EMP-07615,Operations,Operations Coordinator,Non-Binary,58,Master's,2015-07-14,103146,2,1,No,Referral,37,8
EMP-07616,Operations,Operations Coordinator,Male,49,Associate Degree,2015-06-07,65723,3,1,No,Referral,27,8
EMP-07617,Engineering,Software Engineer,Non-Binary,51,Bachelor's,2018-04-11,93799,1,1,Yes,Company Website,16,5
EMP-07618,Engineering,QA Engineer,Male,39,Bachelor's,2018-12-20,100463,1,2,No,Referral,54,5
EMP-07619,Marketing,SEO Specialist,Male,56,Master's,2022-10-16,95767,2,4,No,Recruiter,66,1
EMP-07620,Marketing,SEO Specialist,Non-Binary,49,Associate Degree,2018-07-13,92058,3,4,No,Referral,66,5
EMP-07621,Finance,Financial Analyst,Female,49,Associate Degree,2017-08-29,92684,4,1,Yes,LinkedIn,59,6
EMP-07622,HR,HR Specialist,Male,38,PhD,2017-09-22,92050,5,3,No,Recruiter,92,6
EMP-07623,Operations,Operations Coordinator,Male,56,Master's,2019-07-17,67624,2,2,Yes,Referral,22,4
EMP-07624,Marketing,Marketing Analyst,Male,26,Associate Degree,2020-04-24,56288,4,1,Yes,Indeed,30,3
EMP-07625,Finance,Accountant,Male,42,PhD,2016-03-31,71358,3,2,No,Recruiter,16,7
EMP-07626,Sales,Sales Executive,Female,44,Master's,2022-08-24,60910,5,4,No,Recruiter,89,1
EMP-07627,HR,Recruiter,Male,50,Bachelor's,2020-02-14,92648,5,3,No,Indeed,67,3
EMP-07628,Operations,Project Manager,Non-Binary,30,Associate Degree,2017-02-07,102046,4,4,No,LinkedIn,63,6
EMP-07629,Operations,Project Manager,Non-Binary,26,PhD,2016-05-11,79169,2,1,Yes,Recruiter,48,7
EMP-07630,Sales,Account Manager,Female,52,PhD,2022-08-10,49531,1,3,No,LinkedIn,95,1
EMP-07631,HR,HR Specialist,Female,47,Associate Degree,2016-01-23,63266,2,1,No,Indeed,99,7
EMP-07632,Operations,Project Manager,Non-Binary,33,PhD,2022-10-03,103825,3,3,No,Company Website,46,1
EMP-07633,Operations,Project Manager,Non-Binary,40,Master's,2016-12-11,103770,3,3,No,LinkedIn,74,7
EMP-07634,HR,Recruiter,Non-Binary,49,Associate Degree,2015-10-03,64386,4,2,No,Recruiter,27,8
EMP-07635,Engineering,DevOps,Female,54,Master's,2015-08-07,77953,4,2,No,Indeed,61,8
EMP-07636,Operations,Project Manager,Non-Binary,54,PhD,2018-06-23,100064,1,2,No,Recruiter,44,5
EMP-07637,Finance,Financial Analyst,Male,43,Master's,2015-11-15,85533,2,1,No,Company Website,83,8
EMP-07638,Operations,Project Manager,Male,42,Bachelor's,2021-12-01,76364,4,4,Yes,Company Website,70,2
EMP-07639,HR,Recruiter,Female,53,Associate Degree,2016-11-01,58298,1,5,No,Referral,43,7
EMP-07640,Marketing,Marketing Analyst,Male,32,Associate Degree,2015-05-13,74573,5,3,No,LinkedIn,55,8
EMP-07641,Marketing,Marketing Analyst,Female,48,Associate Degree,2022-12-23,69132,1,5,No,LinkedIn,24,1
EMP-07642,Operations,Project Manager,Female,41,Associate Degree,2021-12-26,80044,5,5,No,Indeed,83,2
EMP-07643,Finance,Financial Analyst,Female,40,Master's,2021-07-26,93929,5,4,Yes,LinkedIn,62,2
EMP-07644,Marketing,SEO Specialist,Non-Binary,37,Associate Degree,2017-02-05,75610,4,1,Yes,Company Website,81,6
EMP-07645,Operations,Operations Coordinator,Female,37,PhD,2021-02-14,99272,5,2,Yes,Indeed,24,2
EMP-07646,Marketing,SEO Specialist,Non-Binary,27,Associate Degree,2017-11-02,75096,4,3,No,Company Website,45,6
EMP-07647,Engineering,Software Engineer,Non-Binary,58,Master's,2019-08-23,113119,5,5,No,LinkedIn,58,4
EMP-07648,HR,HR Specialist,Female,45,Master's,2015-01-15,62384,5,5,No,Company Website,13,8
EMP-07649,HR,HR Specialist,Female,50,PhD,2018-11-29,63294,5,5,No,Indeed,83,5
EMP-07650,Marketing,Marketing Analyst,Female,22,Bachelor's,2021-09-24,72059,5,2,No,Recruiter,30,2
EMP-07651,Sales,Account Manager,Non-Binary,49,Bachelor's,2015-08-27,62823,1,2,Yes,Indeed,34,8
EMP-07652,Marketing,Marketing Analyst,Non-Binary,42,Bachelor's,2019-07-29,76682,2,1,Yes,Indeed,98,4
EMP-07653,Operations,Project Manager,Male,36,Master's,2018-10-16,77883,3,1,Yes,Referral,33,5
EMP-07654,Operations,Operations Coordinator,Non-Binary,59,Master's,2015-10-30,74376,5,5,No,Company Website,45,8
EMP-07655,HR,Recruiter,Non-Binary,54,Associate Degree,2015-07-24,59109,3,1,No,Company Website,52,8
EMP-07656,Operations,Operations Coordinator,Non-Binary,39,Associate Degree,2015-09-05,103827,5,4,No,Indeed,44,8
EMP-07657,HR,HR Specialist,Female,50,Bachelor's,2018-11-09,67399,5,1,Yes,Company Website,53,5
EMP-07658,Finance,Accountant,Female,34,PhD,2020-09-28,104952,5,1,Yes,Referral,64,3
EMP-07659,Operations,Operations Coordinator,Non-Binary,58,Bachelor's,2017-05-03,70955,4,5,No,Referral,92,6
EMP-07660,Finance,Financial Analyst,Female,37,Master's,2018-05-16,90176,2,5,No,Company Website,21,5
EMP-07661,HR,Recruiter,Female,33,PhD,2022-10-14,60713,2,4,No,Indeed,13,1
EMP-07662,Sales,Sales Executive,Male,26,Associate Degree,2018-10-19,53536,2,4,No,Recruiter,86,5
EMP-07663,Finance,Financial Analyst,Male,56,Bachelor's,2020-03-18,66729,2,1,No,Referral,77,3
EMP-07664,Finance,Financial Analyst,Non-Binary,48,Master's,2015-03-20,93129,3,3,No,LinkedIn,67,8
EMP-07665,HR,HR Specialist,Male,34,Master's,2019-12-12,57785,4,2,No,Recruiter,89,4
EMP-07666,Marketing,SEO Specialist,Female,42,Bachelor's,2019-11-19,84791,5,5,No,Recruiter,81,4
EMP-07667,Sales,Sales Executive,Male,42,Bachelor's,2019-02-25,82065,2,4,No,Indeed,61,4
EMP-07668,Engineering,Software Engineer,Female,48,Bachelor's,2015-03-09,100186,2,1,Yes,LinkedIn,16,8
EMP-07669,Sales,Sales Executive,Non-Binary,25,Master's,2020-11-10,63557,1,1,Yes,Referral,92,3
EMP-07670,Finance,Accountant,Female,43,Master's,2016-06-01,98674,2,4,No,Recruiter,95,7
EMP-07671,Operations,Operations Coordinator,Male,59,Associate Degree,2022-09-27,66622,2,2,Yes,Company Website,90,1
EMP-07672,Operations,Project Manager,Non-Binary,53,Associate Degree,2022-03-06,64637,5,3,No,Indeed,18,1
EMP-07673,Sales,Account Manager,Male,42,Associate Degree,2017-03-14,81261,4,3,No,Indeed,83,6
EMP-07674,Engineering,DevOps,Female,38,PhD,2017-12-08,119320,2,3,No,Indeed,86,6
EMP-07675,Engineering,Software Engineer,Non-Binary,28,Bachelor's,2019-02-12,83556,2,1,No,Recruiter,34,4
EMP-07676,Operations,Operations Coordinator,Male,46,Master's,2019-03-15,100689,1,3,No,Recruiter,11,4
EMP-07677,HR,HR Specialist,Male,22,Master's,2018-06-24,92470,5,3,No,Company Website,29,5
EMP-07678,Finance,Accountant,Non-Binary,30,Bachelor's,2019-06-02,75336,3,3,No,Indeed,11,4
EMP-07679,Finance,Financial Analyst,Non-Binary,23,Bachelor's,2023-01-01,68550,2,5,No,LinkedIn,36,1
EMP-07680,HR,Recruiter,Female,44,Bachelor's,2016-05-14,70287,3,2,No,Company Website,23,7
EMP-07681,Finance,Accountant,Female,33,Bachelor's,2018-05-04,103961,3,2,Yes,Recruiter,33,5
EMP-07682,Operations,Project Manager,Female,36,Master's,2022-04-07,71121,3,2,Yes,LinkedIn,33,1
EMP-07683,Operations,Operations Coordinator,Male,33,Bachelor's,2016-02-08,77801,2,5,No,Recruiter,82,7
EMP-07684,Sales,Account Manager,Non-Binary,23,Master's,2019-02-26,74853,3,1,No,Referral,69,4
EMP-07685,HR,HR Specialist,Non-Binary,23,Bachelor's,2019-06-23,71018,3,4,No,Recruiter,39,4
EMP-07686,Marketing,Marketing Analyst,Male,22,Associate Degree,2015-12-28,61863,3,1,Yes,Company Website,56,8
EMP-07687,Sales,Sales Executive,Male,34,PhD,2021-09-16,55533,4,1,No,Recruiter,92,2
EMP-07688,Engineering,QA Engineer,Male,39,PhD,2018-05-21,88587,5,4,No,Referral,10,5
EMP-07689,Marketing,Marketing Analyst,Female,59,Associate Degree,2020-01-19,73253,4,5,No,LinkedIn,24,3
EMP-07690,Sales,Sales Executive,Male,47,Associate Degree,2018-01-09,60778,5,3,No,Recruiter,58,5
EMP-07691,Finance,Accountant,Male,58,Bachelor's,2022-01-11,92796,5,2,Yes,Indeed,27,1
EMP-07692,Finance,Financial Analyst,Male,49,Master's,2020-05-27,95369,3,2,No,Referral,67,3
EMP-07693,Engineering,QA Engineer,Non-Binary,33,Master's,2018-01-24,100534,2,2,Yes,Recruiter,33,5
EMP-07694,Sales,Account Manager,Male,35,Bachelor's,2019-07-23,53186,2,2,Yes,Indeed,48,4
EMP-07695,HR,Recruiter,Female,49,PhD,2017-11-30,89763,3,2,No,Referral,33,6
EMP-07696,Operations,Operations Coordinator,Female,48,Master's,2021-08-12,82195,4,2,Yes,Recruiter,27,2
EMP-07697,HR,Recruiter,Female,26,Master's,2018-10-30,57184,4,5,No,Indeed,14,5
EMP-07698,Sales,Sales Executive,Female,34,Bachelor's,2021-03-20,47010,2,3,No,Indeed,71,2
EMP-07699,Marketing,SEO Specialist,Female,22,Master's,2022-11-15,96876,4,5,Yes,LinkedIn,92,1
EMP-07700,HR,Recruiter,Non-Binary,54,Bachelor's,2016-11-04,61725,3,1,Yes,Referral,26,7
EMP-07701,Engineering,QA Engineer,Female,28,PhD,2020-10-10,98656,4,5,No,LinkedIn,59,3
EMP-07702,HR,Recruiter,Male,24,Associate Degree,2015-09-04,81167,3,1,No,LinkedIn,52,8
EMP-07703,Engineering,DevOps,Female,25,PhD,2017-10-22,118983,4,3,No,Referral,14,6
EMP-07704,Engineering,QA Engineer,Male,49,Master's,2019-07-15,108871,2,3,No,Company Website,67,4
EMP-07705,Sales,Sales Executive,Male,36,Associate Degree,2021-12-16,77481,1,1,Yes,Recruiter,55,2
EMP-07706,Operations,Operations Coordinator,Female,22,PhD,2019-06-18,62454,5,1,Yes,LinkedIn,45,4
EMP-07707,Sales,Account Manager,Non-Binary,51,Associate Degree,2022-08-11,45921,1,5,No,LinkedIn,10,1
EMP-07708,Engineering,DevOps,Female,29,Master's,2022-04-05,110850,2,4,No,Referral,51,1
EMP-07709,Engineering,QA Engineer,Male,50,Associate Degree,2021-04-07,95872,2,3,No,LinkedIn,97,2
EMP-07710,Marketing,SEO Specialist,Male,52,Bachelor's,2018-02-19,81347,3,4,No,Recruiter,49,5
EMP-07711,Marketing,Marketing Analyst,Female,39,PhD,2019-09-17,81336,1,5,No,Recruiter,78,4
EMP-07712,Sales,Account Manager,Female,41,Associate Degree,2017-05-21,81143,5,4,No,Referral,74,6
EMP-07713,Sales,Sales Executive,Male,24,Associate Degree,2020-10-13,80508,5,3,No,Recruiter,44,3
EMP-07714,Operations,Project Manager,Female,24,Bachelor's,2016-09-02,65182,5,3,No,LinkedIn,70,7
EMP-07715,Marketing,SEO Specialist,Male,55,Master's,2022-05-22,92096,5,1,No,Recruiter,75,1
EMP-07716,Finance,Financial Analyst,Male,38,Associate Degree,2022-07-04,83753,3,4,No,Company Website,44,1
EMP-07717,Operations,Project Manager,Male,46,Associate Degree,2021-05-14,96137,5,3,No,Company Website,23,2
EMP-07718,Finance,Accountant,Non-Binary,40,Associate Degree,2021-07-23,108046,3,1,Yes,Indeed,50,2
EMP-07719,Operations,Project Manager,Female,56,Bachelor's,2020-09-13,104054,5,3,No,Indeed,81,3
EMP-07720,Marketing,SEO Specialist,Female,50,PhD,2019-02-27,68876,5,5,No,Referral,74,4
EMP-07721,Finance,Financial Analyst,Male,39,PhD,2017-10-20,76622,3,2,Yes,Referral,30,6
EMP-07722,Operations,Operations Coordinator,Non-Binary,54,Master's,2016-09-19,80780,5,4,No,Recruiter,72,7
EMP-07723,Finance,Accountant,Female,56,Bachelor's,2020-02-19,101370,2,3,No,LinkedIn,97,3
EMP-07724,Sales,Account Manager,Non-Binary,38,Associate Degree,2021-09-06,85816,5,5,No,Recruiter,53,2
EMP-07725,Operations,Operations Coordinator,Male,44,PhD,2016-07-23,96172,5,5,No,Recruiter,94,7
EMP-07726,Engineering,Software Engineer,Female,28,Associate Degree,2017-09-23,101932,1,3,No,Recruiter,96,6
EMP-07727,Sales,Sales Executive,Female,51,Bachelor's,2021-02-17,57011,4,3,No,Indeed,66,2
EMP-07728,Sales,Account Manager,Non-Binary,51,Associate Degree,2019-12-14,51972,3,5,No,Referral,89,4
EMP-07729,Operations,Operations Coordinator,Male,51,Master's,2015-05-16,84119,5,4,No,Recruiter,35,8
